Date,Symbole,Titre,Cotation_Volume,Cotation_Valeur,Cours_Precedent,Cours_Ouv,Cours_Clot,Cours_Moy,Variation,Variation_Ann_Prec,Cours_Reference,Ecarts_Maximaux_Bas,Ecarts_Maximaux_Haut,Dernier_Dividende_Montant_Net,Dernier_Dividende_Date,Comp,Rdt_Net,PER
2016-09-13,TTLS,TOTAL SN,25,650 000,25 700,26 000,26 000,26 000,"1,17%","-0,76%",26 000,24 050,27 950,"935,00",25/07/2016,1er,"3,60%","21,43"
2016-09-13,STAC,SETAO CI,,,39 900,NC,NC,NC,,"-24,30%",39 900,36 910,42 890,,,2eme,"0,00%","15,77"
2016-09-14,CABC,SICABLE CI,2 908,247 532 245,90 000,89 005,85 000,85 121,"-5,56%","-31,17%",85 000,78 625,91 375,"1 200,00",28/07/2016,1er,"1,41%","17,94"
2016-09-14,FTSC,FILTISAC CI,98,2 568 140,28 000,26 300,26 305,26 206,"-6,05%","-12,30%",26 305,24 335,28 275,"161,27",18/08/2016,1er,"3,97%","23,61"
2016-09-14,NEIC,NEI-CEDA CI,,,3 500,NC,NC,NC,,"-16,67%",3 500,3 240,3 760,"9,00",18/08/2016,1er,"0,00%","0,00"
2016-09-14,NTLC,NESTLE CI,9,503 000,55 000,55 000,56 000,55 889,"1,82%","12,00%",56 000,51 800,60 200,"31,50",29/09/2011,2eme,"0,00%","19,71"
2016-09-14,SEMC,CROWN SIEM CI,,,48 000,NC,NC,NC,,"6,68%",48 000,44 400,51 600,"1 215,00",28/08/2015,2eme,-,"38,53"
2016-09-14,SIVC,AIR LIQUIDE CI,571,9 193 100,16 500,16 100,16 100,16 100,"-2,42%","-19,50%",16 100,14 895,17 305,"630,00",18/08/2015,1er,-,"16,73"
2016-09-14,SLBC,SOLIBRA CI,221,41 550 105,188 005,188 010,188 005,188 010,"0,00%","-1,05%",188 005,173 905,202 105,"4 101,00",30/05/2016,1er,"2,18%","13,68"
2016-09-14,SMBC,SMB CI,43,1 182 500,27 705,27 500,27 500,27 500,"-0,74%","44,74%",27 500,25 440,29 560,"450,00",19/07/2012,1er,"0,00%","9,68"
2016-09-14,STBC,SITAB CI,5,756 000,151 005,151 200,151 200,151 200,"0,13%","-3,08%",151 200,139 860,162 540,"8 150,00",09/07/2016,1er,"5,39%","14,76"
2016-09-14,TTRC,TRITURAF CI,,,490,NC,NC,NC,,"0,00%",490,455,525,"1 440,00",19/07/2012,2eme,-,-
2016-09-14,UNLC,UNILEVER CI,960,23 039 935,23 970,23 965,24 000,24 000,"0,13%","-4,00%",24 000,22 200,25 800,"1 233,00",19/08/2012,2eme,"0,00%","0,00"
2016-09-14,UNXC,UNIWAX CI,93,2 442 210,26 800,26 500,26 090,26 260,"-2,65%","-8,78%",26 090,24 135,28 045,"486,00",01/06/2016,2eme,"1,86%","22,45"
2016-09-14,CIEC,CIE CI,14,987 140,70 000,70 510,70 510,70 510,"0,73%","0,74%",70 510,65 225,75 795,"3 465,00",12/09/2016,1er,-,"24,02"
2016-09-14,ONTBF,ONATEL BF,1 013,13 415 820,13 250,13 250,13 250,13 244,"0,00%","-11,67%",13 250,12 260,14 240,"651,00",01/06/2016,1er,"4,91%","17,82"
2016-09-14,SDCC,SODECI,9,765 000,84 000,85 000,85 000,85 000,"1,19%","-18,27%",85 000,78 625,91 375,"3 240,00",30/05/2016,1er,"3,81%","23,24"
2016-09-14,SNTS,SONATEL SN,2 033,46 559 300,22 900,22 990,22 900,22 902,"0,00%","-8,40%",22 900,21 185,24 615,"1 500,00",15/05/2016,1er,"6,55%","10,36"
2016-09-14,BICC,BICICI,700,60 984 525,92 000,91 000,85 655,87 121,"-6,90%","-15,19%",85 655,79 235,92 075,"2 771,41",24/07/2016,1er,"4,94%","15,51"
2016-09-14,BOAB,BOA BENIN,13,2 470 260,190 000,190 020,190 020,190 020,"0,01%","46,17%",190 020,175 770,204 270,"8 100,00",17/05/2016,1er,"4,26%","15,27"
2016-09-14,BOABF,BOA BURKINA FASO,22,3 120 075,141 500,141 510,142 000,141 822,"0,35%","18,33%",142 000,131 350,152 650,"6 930,00",04/05/2016,1er,"4,71%","12,99"
2016-09-14,BOAC,BOA CI,11,1 963 000,180 000,179 000,177 000,178 455,"-1,67%","41,60%",177 000,163 725,190 275,"5 480,00",08/05/2016,1er,"3,50%","21,48"
2016-09-14,BOAN,BOA NIGER,170,16 634 000,98 000,98 000,98 000,97 847,"0,00%","15,29%",98 000,90 650,105 350,"4 910,00",19/05/2016,1er,"4,92%","16,91"
2016-09-14,BOAS,BOA SENEGAL,80,5 071 750,63 000,63 000,64 000,63 397,"1,59%","-18,99%",64 000,59 200,68 800,"750,00",01/08/2016,1er,"1,17%","36,94"
2016-09-14,ETIT,ECOBANK TRANSNATIONAL INCORPORATED (ETI TG),104 123,3 098 050,30,30,29,30,"-3,33%","-39,58%",29,27,31,"1,99",19/07/2013,1er,"0,00%","8,19"
2016-09-14,SAFC,SAFCA CI,,,27 000,NC,NC,NC,,"-18,18%",27 000,24 975,29 025,"23,04",31/07/2011,1er,"0,00%","49,40"
2016-09-14,SGBC,SGCI,47,6 254 870,135 005,135 000,130 210,133 082,"-3,55%","-2,82%",130 210,120 445,139 975,"5 228,00",28/06/2016,1er,"4,02%","14,99"
2016-09-14,SDSC,BOLLORE TRANSPORT & LOGISTICS CI,,,295 000,NC,NC,NC,,"-6,50%",295 000,272 875,317 125,"9 581,00",28/06/2016,1er,"3,25%","43,83"
2016-09-14,SVOC,MOVIS CI,,,4 810,NC,NC,NC,,"-5,69%",4 810,4 450,5 170,"270,00",05/07/2009,2eme,"0,00%","0,00"
2016-09-14,PALC,PALM CÔTE D'IVOIRE,629,7 189 200,11 800,11 500,11 015,11 430,"-6,65%","-8,21%",11 015,10 190,11 840,"2 412,00",29/09/2015,2eme,-,"0,00"
2016-09-14,SICC,SICOR CI,1,5 000,5 000,5 000,5 000,5 000,"0,00%","39,54%",5 000,4 625,5 375,"1 919,00",25/10/2000,1er,"0,00%","43,96"
2016-09-14,SOGC,SOGB CI,19,625 040,33 000,32 805,33 000,32 897,"0,00%","28,91%",33 000,30 525,35 475,"1 710,00",25/07/2016,1er,"5,18%","11,89"
2016-09-14,SPHC,SAPH CI,77,920 150,11 995,11 950,11 950,11 950,"-0,38%","3,91%",11 950,11 055,12 845,"116,00",23/06/2014,1er,"0,00%","0,00"
2016-09-14,ABJC,SERVAIR ABIDJAN CI,280,41 950 655,145 000,147 000,145 000,149 824,"0,00%","70,59%",145 000,134 125,155 875,"50,00",24/07/2016,1er,"1,24%","50,00"
2016-09-14,BNBC,BERNABE CI,5,832 500,166 005,166 500,166 500,166 500,"0,30%","-7,45%",166 500,154 015,178 985,"5 500,00",08/07/2016,1er,"3,30%","23,53"
2016-09-14,CFAC,CFAO MOTORS CI,1,105 105,105 015,105 105,105 105,105 105,"0,09%","15,50%",105 105,97 225,112 985,"2 297,70",29/07/2016,2eme,"2,19%","41,17"
2016-09-14,PRSC,TRACTAFRIC MOTORS CI,13,6 226 990,478 995,478 995,479 000,478 999,"0,00%","18,27%",479 000,443 075,514 925,"13 050,00",29/07/2016,1er,"2,72%","27,55"
2016-09-14,SHEC,VIVO ENERGY CI,176,28 889 500,162 000,162 000,162 000,164 145,"0,00%","133,51%",162 000,149 850,174 150,"1 665,00",27/07/2016,2eme,"1,03%","62,51"
2016-09-14,TTLC,TOTAL CI,10 221,181 359 440,18 500,18 150,18 000,17 744,"-2,70%","-14,08%",18 000,16 650,19 350,"485,00",30/08/2016,1er,"2,50%","41,86"
2016-09-14,TTLS,TOTAL SN,62,1 593 195,26 000,25 700,25 695,25 697,"-1,17%","-1,93%",25 695,23 770,27 620,"935,00",25/07/2016,1er,"3,64%","21,18"
2016-09-14,STAC,SETAO CI,74,2 952 800,39 900,39 895,39 990,39 903,"0,23%","-24,12%",39 990,36 995,42 985,,,2eme,"0,00%","15,80"
2016-09-15,CABC,SICABLE CI,1,90 000,85 000,90 000,90 000,90 000,"5,88%","-27,13%",90 000,83 250,96 750,"1 200,00",28/07/2016,1er,"1,33%","19,00"
2016-09-15,FTSC,FILTISAC CI,32,876 815,26 305,26 500,27 500,27 400,"4,54%","-8,32%",27 500,25 440,29 560,"161,27",18/08/2016,1er,"3,80%","24,68"
2016-09-15,NEIC,NEI-CEDA CI,,,3 500,NC,NC,NC,,"-16,67%",3 500,3 240,3 760,"9,00",18/08/2016,1er,"0,00%","0,00"
2016-09-15,NTLC,NESTLE CI,7,412 965,56 000,58 995,58 995,58 995,"5,35%","17,99%",58 995,54 575,63 415,"31,50",29/09/2011,2eme,"0,00%","20,77"
2016-09-15,SEMC,CROWN SIEM CI,,,48 000,NC,NC,NC,,"6,68%",48 000,44 400,51 600,"1 215,00",28/08/2015,2eme,-,"38,53"
2016-09-15,SIVC,AIR LIQUIDE CI,94,1 513 210,16 100,16 100,16 100,16 098,"0,00%","-19,50%",16 100,14 895,17 305,"630,00",18/08/2015,1er,-,"16,73"
2016-09-15,SLBC,SOLIBRA CI,,,188 005,NC,NC,NC,,"-1,05%",188 005,173 905,202 105,"4 101,00",30/05/2016,1er,"2,18%","13,68"
2016-09-15,SMBC,SMB CI,24,661 500,27 500,27 500,28 000,27 563,"1,82%","47,37%",28 000,25 900,30 100,"450,00",19/07/2012,1er,"0,00%","9,86"
2016-09-15,STBC,SITAB CI,1,151 500,151 200,151 500,151 500,151 500,"0,20%","-2,88%",151 500,140 140,162 860,"8 150,00",09/07/2016,1er,"5,38%","14,79"
2016-09-15,TTRC,TRITURAF CI,,,490,NC,NC,NC,,"0,00%",490,455,525,"1 440,00",19/07/2012,2eme,-,-
2016-09-15,UNLC,UNILEVER CI,720,17 280 000,24 000,24 000,24 000,24 000,"0,00%","-4,00%",24 000,22 200,25 800,"1 233,00",19/08/2012,2eme,"0,00%","0,00"
2016-09-15,UNXC,UNIWAX CI,15,392 990,26 090,26 090,26 500,26 199,"1,57%","-7,34%",26 500,24 515,28 485,"486,00",01/06/2016,2eme,"1,83%","22,81"
2016-09-15,CIEC,CIE CI,6,429 060,70 510,71 510,71 510,71 510,"1,42%","2,16%",71 510,66 150,76 870,"2 641,00",15/09/2016,1er,-,"24,36"
2016-09-15,ONTBF,ONATEL BF,1 750,23 018 990,13 250,13 280,13 450,13 154,"1,51%","-10,33%",13 450,12 445,14 455,"651,00",01/06/2016,1er,"4,84%","18,09"
2016-09-15,SDCC,SODECI,33,2 805 000,85 000,85 000,85 000,85 000,"0,00%","-18,27%",85 000,78 625,91 375,"3 240,00",30/05/2016,1er,"3,81%","23,24"
2016-09-15,SNTS,SONATEL SN,6 046,138 770 550,22 900,22 900,22 975,22 952,"0,33%","-8,10%",22 975,21 255,24 695,"1 500,00",15/05/2016,1er,"6,53%","10,39"
2016-09-15,BICC,BICICI,10,918 250,85 655,91 000,92 005,91 825,"7,41%","-8,91%",92 005,85 105,98 905,"2 771,41",24/07/2016,1er,"4,60%","16,66"
2016-09-15,BOAB,BOA BENIN,10,2 042 430,190 020,190 204 000,204 270,204 243,"7,50%","57,13%",204 270,188 950,219 590,"8 100,00",17/05/2016,1er,"3,97%","16,42"
2016-09-15,BOABF,BOA BURKINA FASO,29,4 131 000,142 000,143 000,143 000,142 448,"0,70%","19,17%",143 000,132 275,153 725,"6 930,00",04/05/2016,1er,"4,68%","13,08"
2016-09-15,BOAC,BOA CI,1,180 000,177 000,180 000,180 000,180 000,"1,69%","44,00%",180 000,166 500,193 500,"5 480,00",08/05/2016,1er,"3,44%","21,84"
2016-09-15,BOAN,BOA NIGER,297,30 380 450,98 000,98 000,105 350,102 291,"7,50%","23,94%",105 350,97 450,113 250,"4 910,00",19/05/2016,1er,"4,57%","18,18"
2016-09-15,BOAS,BOA SENEGAL,1,64 000,64 000,64 000,64 000,64 000,"0,00%","-18,99%",64 000,59 200,68 800,"750,00",01/08/2016,1er,"1,17%","36,94"
2016-09-15,ETIT,ECOBANK TRANSNATIONAL INCORPORATED (ETI TG),36 102,1 063 344,29,29,30,29,"3,45%","-37,50%",30,28,32,"1,99",19/07/2013,1er,"0,00%","8,47"
2016-09-15,SAFC,SAFCA CI,,,27 000,NC,NC,NC,,"-18,18%",27 000,24 975,29 025,"23,04",31/07/2011,1er,"0,00%","49,40"
2016-09-15,SGBC,SGCI,1 379,186 205 000,130 210,135 000,135 000,135 029,"3,68%","0,75%",135 000,124 875,145 125,"5 228,00",28/06/2016,1er,"3,87%","15,54"
2016-09-15,SDSC,BOLLORE TRANSPORT & LOGISTICS CI,36,10 570 000,295 000,290 000,275 000,293 611,"-6,78%","-12,84%",275 000,254 375,295 625,"9 581,00",28/06/2016,1er,"3,48%","40,85"
2016-09-15,SVOC,MOVIS CI,10,51 700,4 810,5 170,5 170,5 170,"7,48%","1,37%",5 170,4 785,5 555,"270,00",05/07/2009,2eme,"0,00%","0,00"
2016-09-15,PALC,PALM CÔTE D'IVOIRE,426,4 964 530,11 015,11 450,11 840,11 654,"7,49%","-1,33%",11 840,10 955,12 725,"2 412,00",29/09/2015,2eme,-,"0,00"
2016-09-15,SICC,SICOR CI,13,65 500,5 000,5 000,5 100,5 038,"2,00%","-38,33%",5 100,4 720,5 480,"1 919,00",25/10/2000,1er,"0,00%","44,84"
2016-09-15,SOGC,SOGB CI,57,1 826 000,33 000,32 000,33 000,32 035,"0,00%","28,91%",33 000,30 525,35 475,"1 710,00",25/07/2016,1er,"5,18%","11,89"
2016-09-15,SPHC,SAPH CI,439,5 136 195,11 950,11 700,11 700,11 700,"-2,09%","1,74%",11 700,10 825,12 575,"116,00",23/06/2014,1er,"0,00%","0,00"
2016-09-15,ABJC,SERVAIR ABIDJAN CI,32,4 625 000,145 000,149 000,144 000,144 531,"-0,69%","69,41%",144 000,133 200,154 800,"50,00",24/07/2016,1er,"1,25%","49,65"
2016-09-15,BNBC,BERNABE CI,,,166 500,NC,NC,NC,,"-7,45%",166 500,154 015,178 985,"5 500,00",08/07/2016,1er,"3,30%","23,53"
2016-09-15,CFAC,CFAO MOTORS CI,5,530 000,105 105,106 000,106 000,106 000,"0,85%","16,48%",106 000,98 050,113 950,"2 297,70",29/07/2016,2eme,"2,17%","41,52"
2016-09-15,PRSC,TRACTAFRIC MOTORS CI,,,479 000,NC,NC,NC,,"18,27%",479 000,443 075,514 925,"13 050,00",29/07/2016,1er,"2,72%","27,55"
2016-09-15,SHEC,VIVO ENERGY CI,5,840 000,162 000,168 000,168 000,168 000,"3,70%","142,16%",168 000,155 400,180 600,"1 665,00",27/07/2016,2eme,"0,99%","64,82"
2016-09-15,TTLC,TOTAL CI,52,978 000,18 000,19 000,19 000,18 808,"5,56%","-9,31%",19 000,17 575,20 425,"485,00",30/08/2016,1er,"2,37%","44,19"
2016-09-15,TTLS,TOTAL SN,4,102 600,25 695,25 650,25 650,25 650,"-0,18%","-2,10%",25 650,23 730,27 570,"935,00",25/07/2016,1er,"3,65%","21,14"
2016-09-15,STAC,SETAO CI,,,39 990,NC,NC,NC,,"-24,12%",39 990,36 995,42 985,,,2eme,"0,00%","15,80"
2016-09-19,CABC,SICABLE CI,,,90 000,NC,NC,NC,,"-27,13%",90 000,83 250,96 750,"1 200,00",28/07/2016,1er,"1,33%","19,00"
2016-09-19,FTSC,FILTISAC CI,4,110 000,28 000,27 500,27 500,27 500,"-1,79%","-8,32%",27 500,25 440,29 560,"161,27",18/08/2016,1er,"3,80%","24,68"
2016-09-19,NEIC,NEI-CEDA CI,,,3 750,NC,NC,NC,,"-10,71%",3 750,3 470,4 030,"9,00",18/08/2016,1er,"0,00%","0,00"
2016-09-19,NTLC,NESTLE CI,10,550 200,58 995,55 100,55 000,55 020,"-6,77%","10,00%",55 000,50 875,59 125,"31,50",29/09/2011,2eme,"0,00%","19,36"
2016-09-19,SEMC,CROWN SIEM CI,12,583 200,48 000,48 600,48 600,48 600,"1,25%","8,01%",48 600,44 955,52 245,"1 215,00",28/08/2015,2eme,-,"39,01"
2016-09-19,SIVC,AIR LIQUIDE CI,,,16 100,NC,NC,NC,,"-19,50%",16 100,14 895,17 305,"630,00",18/08/2015,1er,-,"16,73"
2016-09-19,SLBC,SOLIBRA CI,,,188 000,NC,NC,NC,,"-1,05%",188 000,173 900,202 100,"4 101,00",30/05/2016,1er,"2,18%","13,68"
2016-09-19,SMBC,SMB CI,66,1 847 665,28 000,27 995,27 995,27 995,"-0,02%","47,34%",27 995,25 900,30 090,"450,00",19/07/2012,1er,"0,00%","9,86"
2016-09-19,STBC,SITAB CI,18,2 746 000,152 000,154 000,152 000,152 556,"0,00%","-2,56%",152 000,140 600,163 400,"8 150,00",09/07/2016,1er,"5,36%","14,84"
2016-09-19,TTRC,TRITURAF CI,,,490,NC,NC,NC,,"0,00%",490,455,525,"1 440,00",19/07/2012,2eme,-,-
2016-09-19,UNLC,UNILEVER CI,21,504 000,24 000,24 000,24 000,24 000,"0,00%","-4,00%",24 000,22 200,25 800,"1 233,00",19/08/2012,2eme,"0,00%","0,00"
2016-09-19,UNXC,UNIWAX CI,20,532 000,26 800,26 600,26 600,26 600,"-0,75%","-6,99%",26 600,24 605,28 595,"486,00",01/06/2016,2eme,"1,83%","22,89"
2016-09-19,CIEC,CIE CI,92,6 913 850,75 150,75 155,75 150,75 151,"0,00%","7,36%",75 150,69 515,80 785,"2 641,00",16/09/2016,1er,-,"25,60"
2016-09-19,ONTBF,ONATEL BF,3 057,40 225 440,13 250,13 200,12 500,13 158,"-5,66%","-16,67%",12 500,11 565,13 435,"651,00",01/06/2016,1er,"5,21%","16,81"
2016-09-19,SDCC,SODECI,2,172 000,85 000,86 000,86 000,86 000,"1,18%","-17,30%",86 000,79 550,92 450,"3 240,00",30/05/2016,1er,"3,77%","23,52"
2016-09-19,SNTS,SONATEL SN,17 945,412 296 320,23 000,23 000,22 800,22 976,"-0,87%","-8,80%",22 800,21 090,24 510,"1 500,00",15/05/2016,1er,"6,58%","10,31"
2016-09-19,BICC,BICICI,,,91 995,NC,NC,NC,,"-8,92%",91 995,85 100,98 890,"2 771,41",24/07/2016,1er,"4,60%","16,66"
2016-09-19,BOAB,BOA BENIN,20,3 800 000,204 270,190 000,190 000,190 000,"-6,99%","46,15%",190 000,175 750,204 250,"8 100,00",17/05/2016,1er,"4,26%","15,27"
2016-09-19,BOABF,BOA BURKINA FASO,30,4 326 020,143 000,144 000,144 000,144 201,"0,70%","20,00%",144 000,133 200,154 800,"6 930,00",04/05/2016,1er,"4,65%","13,17"
2016-09-19,BOAC,BOA CI,190,31 349 995,170 000,165 000,165 000,165 000,"-2,94%","32,00%",165 000,152 625,177 375,"5 480,00",08/05/2016,1er,"3,76%","20,02"
2016-09-19,BOAN,BOA NIGER,82,7 792 100,97 500,97 500,94 500,95 026,"-3,08%","11,18%",94 500,87 415,101 585,"4 910,00",19/05/2016,1er,"5,10%","16,31"
2016-09-19,BOAS,BOA SENEGAL,104,6 552 000,62 500,63 000,63 000,63 000,"0,80%","-20,25%",63 000,58 275,67 725,"750,00",01/08/2016,1er,"1,19%","36,36"
2016-09-19,ETIT,ECOBANK TRANSNATIONAL INCORPORATED (ETI TG),166 500,4 662 828,28,29,28,28,"0,00%","-41,67%",28,26,30,"1,99",19/07/2013,1er,"0,00%","7,91"
2016-09-19,SAFC,SAFCA CI,,,27 000,NC,NC,NC,,"-18,18%",27 000,24 975,29 025,"23,04",31/07/2011,1er,"0,00%","49,40"
2016-09-19,SGBC,SGCI,56,7 537 500,132 005,135 000,135 000,134 598,"2,27%","0,75%",135 000,124 875,145 125,"5 228,00",28/06/2016,1er,"3,87%","15,54"
2016-09-19,SDSC,BOLLORE TRANSPORT & LOGISTICS CI,12,3 055 800,254 650,254 650,254 650,254 650,"0,00%","-19,29%",254 650,235 555,273 745,"9 581,00",28/06/2016,1er,"3,76%","37,83"
2016-09-19,SVOC,MOVIS CI,,,5 170,NC,NC,NC,,"1,37%",5 170,4 785,5 555,"270,00",05/07/2009,2eme,"0,00%","0,00"
2016-09-19,PALC,PALM CÔTE D'IVOIRE,937,10 991 480,11 500,11 500,11 010,11 731,"-4,26%","-8,25%",11 010,10 185,11 835,"2 412,00",29/09/2015,2eme,-,"0,00"
2016-09-19,SICC,SICOR CI,,,5 100,NC,NC,NC,,"-38,33%",5 100,4 720,5 480,"1 919,00",25/10/2000,1er,"0,00%","44,84"
2016-09-19,SOGC,SOGB CI,38,1 234 750,32 500,32 500,32 250,32 493,"-0,77%","25,98%",32 250,29 835,34 665,"1 710,00",25/07/2016,1er,"5,30%","11,62"
2016-09-19,SPHC,SAPH CI,131,1 511 390,11 895,11 590,11 500,11 537,"-3,32%","0,00%",11 500,10 640,12 360,"116,00",23/06/2014,1er,"0,00%","0,00"
2016-09-19,ABJC,SERVAIR ABIDJAN CI,1 033,166 571 150,150 000,161 250,161 250,161 250,"7,50%","89,71%",161 250,149 160,173 340,"50,00",24/07/2016,1er,"1,12%","55,60"
2016-09-19,BNBC,BERNABE CI,,,166 500,NC,NC,NC,,"-7,45%",166 500,154 015,178 985,"5 500,00",08/07/2016,1er,"3,30%","23,53"
2016-09-19,CFAC,CFAO MOTORS CI,1,108 000,108 000,108 000,108 000,108 000,"0,00%","18,68%",108 000,99 900,116 100,"2 297,70",29/07/2016,2eme,"2,13%","42,30"
2016-09-19,PRSC,TRACTAFRIC MOTORS CI,,,479 000,NC,NC,NC,,"18,27%",479 000,443 075,514 925,"13 050,00",29/07/2016,1er,"2,72%","27,55"
2016-09-19,SHEC,VIVO ENERGY CI,110,17 870 000,162 000,162 000,163 000,162 455,"0,62%","134,95%",163 000,150 775,175 225,"1 665,00",27/07/2016,2eme,"1,02%","62,89"
2016-09-19,TTLC,TOTAL CI,641,12 492 475,19 500,19 300,19 500,19 489,"0,00%","-6,92%",19 500,18 040,20 960,"485,00",30/08/2016,1er,"2,31%","45,35"
2016-09-19,TTLS,TOTAL SN,36,901 935,25 000,25 645,25 000,25 054,"0,00%","-4,58%",25 000,23 125,26 875,"935,00",25/07/2016,1er,"3,74%","20,60"
2016-09-19,STAC,SETAO CI,46,1 840 000,39 990,40 000,40 000,40 000,"0,03%","-24,11%",40 000,37 000,43 000,,,2eme,"0,00%","15,81"
2016-09-20,CABC,SICABLE CI,,,90 000,NC,NC,NC,,"-27,13%",90 000,83 250,96 750,"1 200,00",28/07/2016,1er,"1,33%","19,00"
2016-09-20,FTSC,FILTISAC CI,168,4 587 780,27 500,27 500,26 455,27 308,"-3,80%","-11,80%",26 455,24 475,28 435,"161,27",18/08/2016,1er,"3,95%","23,74"
2016-09-20,NEIC,NEI-CEDA CI,1,3 755,3 750,3 755,3 755,3 755,"0,13%","-10,60%",3 755,3 475,4 035,"9,00",18/08/2016,1er,"0,00%","0,00"
2016-09-20,NTLC,NESTLE CI,3,166 500,55 000,55 500,55 500,55 500,"0,91%","11,00%",55 500,51 340,59 660,"31,50",29/09/2011,2eme,"0,00%","19,54"
2016-09-20,SEMC,CROWN SIEM CI,21,1 029 000,48 600,49 000,49 000,49 000,"0,82%","8,90%",49 000,45 325,52 675,"1 215,00",28/08/2015,2eme,-,"39,33"
2016-09-20,SIVC,AIR LIQUIDE CI,148,2 399 595,16 100,16 155,16 115,16 213,"0,09%","-19,43%",16 115,14 910,17 320,"630,00",18/08/2015,1er,-,"16,74"
2016-09-20,SLBC,SOLIBRA CI,9,1 668 005,188 000,188 000,185 000,185 334,"-1,60%","-2,63%",185 000,171 125,198 875,"4 101,00",30/05/2016,1er,"2,22%","13,46"
2016-09-20,SMBC,SMB CI,90,2 430 765,27 995,27 495,27 000,27 009,"-3,55%","42,11%",27 000,24 975,29 025,"450,00",19/07/2012,1er,"0,00%","9,51"
2016-09-20,STBC,SITAB CI,,,152 000,NC,NC,NC,,"-2,56%",152 000,140 600,163 400,"8 150,00",09/07/2016,1er,"5,36%","14,84"
2016-09-20,TTRC,TRITURAF CI,,,490,NC,NC,NC,,"0,00%",490,455,525,"1 440,00",19/07/2012,2eme,-,-
2016-09-20,UNLC,UNILEVER CI,15,337 500,24 000,22 500,22 500,22 500,"-6,25%","-10,00%",22 500,20 815,24 185,"1 233,00",19/08/2012,2eme,"0,00%","0,00"
2016-09-20,UNXC,UNIWAX CI,76,1 985 835,26 600,26 400,26 085,26 129,"-1,94%","-8,79%",26 085,24 130,28 040,"486,00",01/06/2016,2eme,"1,86%","22,45"
2016-09-20,CIEC,CIE CI,1,75 150,75 150,75 150,75 150,75 150,"0,00%","7,36%",75 150,69 515,80 785,"2 641,00",16/09/2016,1er,-,"25,60"
2016-09-20,ONTBF,ONATEL BF,228,2 912 885,12 500,13 100,12 510,12 776,"0,08%","-16,60%",12 510,11 575,13 445,"651,00",01/06/2016,1er,"5,20%","16,83"
2016-09-20,SDCC,SODECI,72,6 176 000,86 000,87 000,85 500,85 778,"-0,58%","-17,78%",85 500,79 090,91 910,"3 240,00",30/05/2016,1er,"3,79%","23,38"
2016-09-20,SNTS,SONATEL SN,6 661,152 353 315,22 800,22 805,22 990,22 872,"0,83%","-8,04%",22 990,21 270,24 710,"1 500,00",15/05/2016,1er,"6,52%","10,40"
2016-09-20,BICC,BICICI,10,894 950,91 995,89 495,89 495,89 495,"-2,72%","-11,39%",89 495,82 785,96 205,"2 771,41",24/07/2016,1er,"4,73%","16,21"
2016-09-20,BOAB,BOA BENIN,5,950 520,190 000,190 500,190 005,190 104,"0,00%","46,16%",190 005,175 755,204 255,"8 100,00",17/05/2016,1er,"4,26%","15,27"
2016-09-20,BOABF,BOA BURKINA FASO,,,144 000,NC,NC,NC,,"20,00%",144 000,133 200,154 800,"6 930,00",04/05/2016,1er,"4,65%","13,17"
2016-09-20,BOAC,BOA CI,37,6 122 800,165 000,170 000,164 900,165 481,"-0,06%","31,92%",164 900,152 535,177 265,"5 480,00",08/05/2016,1er,"3,76%","20,01"
2016-09-20,BOAN,BOA NIGER,113,11 177 280,94 500,95 000,98 000,98 914,"3,70%","15,29%",98 000,90 650,105 350,"4 910,00",19/05/2016,1er,"4,92%","16,91"
2016-09-20,BOAS,BOA SENEGAL,45,2 815 500,63 000,63 500,62 500,62 567,"-0,79%","-20,89%",62 500,57 815,67 185,"750,00",01/08/2016,1er,"1,20%","36,08"
2016-09-20,ETIT,ECOBANK TRANSNATIONAL INCORPORATED (ETI TG),110 967,3 108 076,28,28,28,28,"0,00%","-41,67%",28,26,30,"1,99",19/07/2013,1er,"0,00%","7,91"
2016-09-20,SAFC,SAFCA CI,,,27 000,NC,NC,NC,,"-18,18%",27 000,24 975,29 025,"23,04",31/07/2011,1er,"0,00%","49,40"
2016-09-20,SGBC,SGCI,6,830 000,135 000,135 000,145 000,138 333,"7,41%","8,21%",145 000,134 125,155 875,"5 228,00",28/06/2016,1er,"3,61%","16,69"
2016-09-20,SDSC,BOLLORE TRANSPORT & LOGISTICS CI,12,3 168 000,254 650,255 000,267 000,264 000,"4,85%","-15,37%",267 000,246 975,287 025,"9 581,00",28/06/2016,1er,"3,59%","39,67"
2016-09-20,SVOC,MOVIS CI,,,5 170,NC,NC,NC,,"1,37%",5 170,4 785,5 555,"270,00",05/07/2009,2eme,"0,00%","0,00"
2016-09-20,PALC,PALM CÔTE D'IVOIRE,1 828,20 109 865,11 010,11 200,11 000,11 001,"-0,09%","-8,33%",11 000,10 175,11 825,"2 412,00",29/09/2015,2eme,-,"0,00"
2016-09-20,SICC,SICOR CI,,,5 100,NC,NC,NC,,"-38,33%",5 100,4 720,5 480,"1 919,00",25/10/2000,1er,"0,00%","44,84"
2016-09-20,SOGC,SOGB CI,109,3 516 230,32 250,32 250,32 495,32 259,"0,76%","26,93%",32 495,30 060,34 930,"1 710,00",25/07/2016,1er,"5,26%","11,71"
